date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:42	47032/47032	---MCZ	200	added ('OK')	text/css	etag:W/%22b7b8-5e1afc7ee28a7%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2210.css?ver=1655519973	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-221036ce.css	(from http://pairingpayments.kr/?page_id=2210)
16:54:43	66870/66870	---M--	200	added ('OK')	image/png	etag:%2210536-5e1a42ac36ea9%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/hp001-pqfoygumunsfflaakgz87tzog6qhsajsderzuwwuuo.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/hp001-pqfoygumunsfflaakgz87tzog6qhsajsderzuwwuuo.png	(from http://pairingpayments.kr/?page_id=2621)
16:54:43	56599/56599	---M--	200	added ('OK')	image/png	etag:%22dd17-5e1a2f149b200%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/del.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/del.png	(from http://pairingpayments.kr/?page_id=2621)
16:54:43	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%22e238-5e168b41de621%22	http://pairing1522.cafe24.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://pairingpayments.kr/?page_id=2210)
16:54:43	677/677	---M--	200	added ('OK')	text/css	etag:%222a5-5e168b41dda69%22	http://pairing1522.cafe24.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from http://pairingpayments.kr/?page_id=2210)
16:54:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Aug%202023%2007:54:46%20GMT	http://pairingpayments.kr/?p=2210	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index6934.html	(from http://pairingpayments.kr/?page_id=2210)
16:54:45	2633/2633	---M--	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:46%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D2210	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index548b.json	(from http://pairingpayments.kr/?page_id=2210)
16:54:45	1055/1055	---M--	200	added ('OK')	image/png	etag:%2241f-5e1923065181d%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/edit-1-pqel5s8ccs8m86k0d7hdsi23b26w1s66i3p4g4kmes.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/edit-1-pqel5s8ccs8m86k0d7hdsi23b26w1s66i3p4g4kmes.png	(from http://pairingpayments.kr/?page_id=2210)
16:54:45	2797/2797	---MCZ	200	added ('OK')	text/xml	date:Wed,%2002%20Aug%202023%2007:54:46%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D2210&format=xml	D:/website/http___pairingpayments.kr_/pairingpayments.kr/indexbad2.php	(from http://pairingpayments.kr/?page_id=2210)
16:54:45	1328/1328	---M--	200	added ('OK')	image/png	etag:%22530-5e19230f2ecc9%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/phone-call-pqel5u40qgb6veha28amxhl0htxmh6dn6d03eohu2c.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/phone-call-pqel5u40qgb6veha28amxhl0htxmh6dn6d03eohu2c.png	(from http://pairingpayments.kr/?page_id=2210)
16:54:46	596/596	---M--	200	added ('OK')	image/png	etag:%22254-5e192315321bf%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/copy-pqel6xl8pht8f0vxnpcyu7mdg0j1ggqdbsehkavat0.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/copy-pqel6xl8pht8f0vxnpcyu7mdg0j1ggqdbsehkavat0.png	(from http://pairingpayments.kr/?page_id=2210)
16:54:46	831/831	---M--	200	added ('OK')	image/png	etag:%2233f-5e19231f43c05%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/padlock-pqel5s8ccs8m86k0d7hdsi23b26w1s66i3p4g4kmes.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/padlock-pqel5s8ccs8m86k0d7hdsi23b26w1s66i3p4g4kmes.png	(from http://pairingpayments.kr/?page_id=2210)
16:54:46	1650/1650	---M--	200	added ('OK')	image/png	etag:%22672-5e192327b5221%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/settings-pqel9r3t7lo78wsh6x8obi05lmmojrxdpquxe6os50.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/settings-pqel9r3t7lo78wsh6x8obi05lmmojrxdpquxe6os50.png	(from http://pairingpayments.kr/?page_id=2210)
16:54:46	924/924	---M--	200	added ('OK')	image/png	etag:%2239c-5e19232d5496d%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/speaker-pqel5s8ccs8m86k0d7hdsi23b26w1s66i3p4g4kmes.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/speaker-pqel5s8ccs8m86k0d7hdsi23b26w1s66i3p4g4kmes.png	(from http://pairingpayments.kr/?page_id=2210)
16:54:47	11775/11775	---MCZ	200	added ('OK')	text/css	etag:W/%222dff-5e168b41c53c9%22	http://pairing1522.cafe24.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://pairingpayments.kr/?page_id=2210)
16:54:47	14536/14536	---MCZ	200	added ('OK')	text/css	etag:W/%2238c8-5e1aee711fcfc%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-3426.css?ver=1655516200	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-3426c79b.css	(from http://pairingpayments.kr/?page_id=3426)
16:54:48	118765/118765	---M--	200	added ('OK')	image/png	etag:%221cfed-5e1a3d95b119b%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/dan-pqg1ien4nsp6n5r4cyd0la1rj22x5igg36vlwtdkzs.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/dan-pqg1ien4nsp6n5r4cyd0la1rj22x5igg36vlwtdkzs.png	(from http://pairingpayments.kr/?page_id=2621)
16:54:48	2633/2633	---M--	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:49%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D3426	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index2590.json	(from http://pairingpayments.kr/?page_id=3426)
16:54:48	36439/36439	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:46%20GMT	http://pairingpayments.kr/index.php?rest_route=/wp/v2/pages/2210	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index9fc9.json	(from http://pairingpayments.kr/?page_id=2210)
16:54:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Aug%202023%2007:54:50%20GMT	http://pairingpayments.kr/?p=3426	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index74fd.html	(from http://pairingpayments.kr/?page_id=3426)
16:54:49	16579/16579	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:49%20GMT	http://pairingpayments.kr/index.php?rest_route=/wp/v2/pages/3426	D:/website/http___pairingpayments.kr_/pairingpayments.kr/indexfded.json	(from http://pairingpayments.kr/?page_id=3426)
16:54:49	2797/2797	---MCZ	200	added ('OK')	text/xml	date:Wed,%2002%20Aug%202023%2007:54:50%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D3426&format=xml	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index39b3.php	(from http://pairingpayments.kr/?page_id=3426)
16:54:49	17506/17506	---MCZ	200	added ('OK')	text/css	etag:W/%224462-5e1aef6f0bde0%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-3435.css?ver=1655516467	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-3435bbfe.css	(from http://pairingpayments.kr/?page_id=3435)
16:54:50	28408/28408	---M--	200	added ('OK')	image/jpeg	etag:%226ef8-5e1a6cb82a324%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/774-scaled-pqgd33hgct47g2hk6kk3fmmzra9of3or1m5jrpjonc.jpg	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/774-scaled-pqgd33hgct47g2hk6kk3fmmzra9of3or1m5jrpjonc.jpg	(from http://pairingpayments.kr/?page_id=3426)
16:54:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Aug%202023%2007:54:52%20GMT	http://pairingpayments.kr/?p=3435	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index6529.html	(from http://pairingpayments.kr/?page_id=3435)
16:54:50	2633/2633	---M--	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:51%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D3435	D:/website/http___pairingpayments.kr_/pairingpayments.kr/indexbd1b.json	(from http://pairingpayments.kr/?page_id=3435)
16:54:51	14219/14219	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:51%20GMT	http://pairingpayments.kr/index.php?rest_route=/wp/v2/pages/3435	D:/website/http___pairingpayments.kr_/pairingpayments.kr/indexd6ea.json	(from http://pairingpayments.kr/?page_id=3435)
16:54:51	2797/2797	---MCZ	200	added ('OK')	text/xml	date:Wed,%2002%20Aug%202023%2007:54:52%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D3435&format=xml	D:/website/http___pairingpayments.kr_/pairingpayments.kr/indexb1b0.php	(from http://pairingpayments.kr/?page_id=3435)
16:54:51	21041/21041	---MCZ	200	added ('OK')	text/css	etag:W/%225231-5e3468f3e4db4%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2613.css?ver=1657267073	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2613a97c.css	(from http://pairingpayments.kr/?page_id=2613)
16:54:51	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5e168b41dceb1%22	http://pairing1522.cafe24.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://pairingpayments.kr/?page_id=2613)
16:54:52	17993/17993	---M--	200	added ('OK')	image/jpeg	etag:%224649-5e1a7216886b9%22	http://pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/ppp-e1655482542679-pqgecv8kd8j5hbh9nmbceg0dddzcchnkczd8593tls.jpg	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/elementor/thumbs/ppp-e1655482542679-pqgecv8kd8j5hbh9nmbceg0dddzcchnkczd8593tls.jpg	(from http://pairingpayments.kr/?page_id=3435)
16:54:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Aug%202023%2007:54:54%20GMT	http://pairingpayments.kr/?p=2613	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index815f.html	(from http://pairingpayments.kr/?page_id=2613)
16:54:53	2635/2635	---M--	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:54%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D2613	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index1f77.json	(from http://pairingpayments.kr/?page_id=2613)
16:54:53	2799/2799	---MCZ	200	added ('OK')	text/xml	date:Wed,%2002%20Aug%202023%2007:54:54%20GMT	http://pairingpayments.kr/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpairingpayments.kr%2F%3Fpage_id%3D2613&format=xml	D:/website/http___pairingpayments.kr_/pairingpayments.kr/indexb8d2.php	(from http://pairingpayments.kr/?page_id=2613)
16:54:53	25673/25673	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20Aug%202023%2007:54:53%20GMT	http://pairingpayments.kr/index.php?rest_route=/wp/v2/pages/2613	D:/website/http___pairingpayments.kr_/pairingpayments.kr/index417f.json	(from http://pairingpayments.kr/?page_id=2613)
16:54:55	10258/10258	---M--	200	added ('OK')	image/png	etag:%222812-5e1a7a8dd8075%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/1200bk-1.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/1200bk-1.png	(from http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2631.css?ver=1655519774)
16:55:01	46986/46986	---M--	200	added ('OK')	image/png	etag:%22b78a-5e1a53e08a6bf%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/bk001.png	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/bk001.png	(from http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2621.css?ver=1656030583)
16:55:21	179133/179133	---M--	200	added ('OK')	image/jpeg	etag:%222bbbd-5e13f81cd9948%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/AdobeStock_379510652-scaled.jpeg	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/AdobeStock_379510652-scaled.jpg	(from http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2631.css?ver=1655519774)
16:55:33	263614/263614	---M--	200	added ('OK')	image/jpeg	etag:%22405be-5e166cdf7a5e9%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/bk_way-scaled.jpeg	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/bk_way-scaled.jpg	(from http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2210.css?ver=1655519973)
16:55:40	351215/351215	---M--	200	added ('OK')	image/jpeg	etag:%2255bef-5e152f0ec7919%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/service_hero-scaled.jpeg	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/service_hero-scaled.jpg	(from http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2621.css?ver=1656030583)
16:55:53	623622/623622	---M--	200	added ('OK')	image/jpeg	etag:%2298406-5e0ef0927954e%22	http://pairing1522.cafe24.com/wp-content/uploads/2022/06/AdobeStock_299062773-scaled.jpeg	D:/website/http___pairingpayments.kr_/pairing1522.cafe24.com/wp-content/uploads/2022/06/AdobeStock_299062773-scaled.jpg	(from http://pairing1522.cafe24.com/wp-content/uploads/elementor/css/post-2613.css?ver=1657267073)
